 idConsulta,Consulta,10_preguntas_similares,5_preguntas_similares,3_preguntas_similares
27,Que se realiza ante la aparición de una nueva vacante o puesto curricular?,"Que se realiza ante la aparición de una nueva vacante o puesto curricular?
¿Qué acciones se toman al surgir una nueva vacante o puesto curricular?
¿Qué se hace cuando aparece una nueva vacante o puesto curricular?
¿Cómo se procede al presentarse una nueva vacante o puesto curricular?
¿Qué pasos se siguen cuando surge una nueva vacante o puesto curricular?
¿Qué medidas se adoptan al aparecer una nueva vacante o puesto curricular?
¿Qué decisiones se toman ante una nueva vacante o puesto curricular?
¿Qué protocolo se sigue al surgir una nueva vacante o puesto curricular?
¿Qué proceso se inicia al presentarse una nueva vacante o puesto curricular?
¿Qué se dispone al aparecer una nueva vacante o puesto curricular?","Que se realiza ante la aparición de una nueva vacante o puesto curricular?
 ¿Qué acciones se toman al surgir una nueva vacante o puesto curricular?
 ¿Qué se hace cuando aparece una nueva vacante o puesto curricular?
 ¿Cómo se procede al presentarse una nueva vacante o puesto curricular?
 ¿Qué pasos se siguen cuando surge una nueva vacante o puesto curricular?","Que se realiza ante la aparición de una nueva vacante o puesto curricular?
¿Qué acciones se toman al surgir una nueva vacante o puesto curricular?
¿Qué se hace cuando aparece una nueva vacante o puesto curricular?"
28,Qué carácter tienen las solicitudes de inscripción a un concurso docente?,"Qué carácter tienen las solicitudes de inscripción a un concurso docente?
¿Qué tipo de carácter poseen las solicitudes de inscripción a un concurso docente?
¿Cómo se caracteriza una solicitud de inscripción en un concurso docente?
¿Qué naturaleza tienen las solicitudes de inscripción en un concurso docente?
¿Qué particularidades poseen las solicitudes de inscripción a un concurso docente?
¿Cuál es el carácter de las solicitudes de inscripción para un concurso docente?
¿Qué especificidad tienen las solicitudes de inscripción en un concurso docente?
¿Cómo se clasifica la solicitud de inscripción en un concurso docente?
¿Qué clase de carácter poseen las solicitudes de inscripción en un concurso docente?
¿Qué características definen a las solicitudes de inscripción en un concurso docente?","Qué carácter tienen las solicitudes de inscripción a un concurso docente?
 ¿Qué tipo de carácter poseen las solicitudes de inscripción a un concurso docente?
 ¿Cómo se caracteriza una solicitud de inscripción en un concurso docente?
 ¿Qué naturaleza tienen las solicitudes de inscripción en un concurso docente?
 ¿Qué particularidades poseen las solicitudes de inscripción a un concurso docente?","Qué carácter tienen las solicitudes de inscripción a un concurso docente?
¿Qué tipo de carácter poseen las solicitudes de inscripción a un concurso docente?
¿Cómo se caracteriza una solicitud de inscripción en un concurso docente?"
29,Quienes pueden recusar a los miembros del jurado?,"Quienes pueden recusar a los miembros del jurado?
¿Quiénes están habilitados para recusar a los miembros del jurado?
¿Quiénes tienen el derecho de recusar a un miembro del jurado?
¿Quiénes pueden presentar una recusación contra los miembros del jurado?
¿Quiénes están autorizados para recusar a los integrantes del jurado?
¿Quiénes pueden solicitar la recusación de los miembros del jurado?
¿Quiénes tienen la facultad de recusar a un miembro del jurado?
¿Quiénes están en condiciones de recusar a los miembros del jurado?
¿Quiénes están facultados para recusar a los miembros del jurado?
¿Quiénes pueden ejercer el derecho a recusar a un miembro del jurado?","Quienes pueden recusar a los miembros del jurado?
 ¿Quiénes están habilitados para recusar a los miembros del jurado?
 ¿Quiénes tienen el derecho de recusar a un miembro del jurado?
 ¿Quiénes pueden presentar una recusación contra los miembros del jurado?
 ¿Quiénes están autorizados para recusar a los integrantes del jurado?","Quienes pueden recusar a los miembros del jurado?
¿Quiénes están habilitados para recusar a los miembros del jurado?
¿Quiénes tienen el derecho de recusar a un miembro del jurado?"
30,Quien resuelve las excusasiones y recusaciones,"Quien resuelve las excusaciones y recusaciones
¿Quién se encarga de resolver las excusaciones y recusaciones?
¿Qué autoridad decide sobre las excusaciones y recusaciones?
¿Quién tiene la responsabilidad de resolver las excusaciones y recusaciones?
¿Quiénes están a cargo de resolver las excusaciones y recusaciones?
¿Quién está facultado para decidir sobre las excusaciones y recusaciones?
¿Cual es la persona que se encarga de resolver las excusaciones y recusaciones?
¿Quién resuelve los casos de excusaciones y recusaciones?
¿Quién tiene la competencia para resolver las excusaciones y recusaciones?
¿Qué entidad decide sobre las excusaciones y recusaciones?","Quien resuelve las excusaciones y recusaciones
 ¿Quién se encarga de resolver las excusaciones y recusaciones?
 ¿Qué autoridad decide sobre las excusaciones y recusaciones?
 ¿Quién tiene la responsabilidad de resolver las excusaciones y recusaciones?
 ¿Quiénes están a cargo de resolver las excusaciones y recusaciones?","Quien resuelve las excusaciones y recusaciones
¿Quién se encarga de resolver las excusaciones y recusaciones?
¿Qué autoridad decide sobre las excusaciones y recusaciones?"
31,Que actividades no puede realizar un alumno en categoría pasivo?,"Que actividades no puede realizar un alumno en categoría pasivo?
¿Qué actividades tiene prohibidas un alumno en categoría pasivo?
¿Qué actividades le están vedadas a un alumno en categoría pasivo?
¿Qué no puede hacer un alumno que esté en categoría pasivo?
¿Qué cosas no puede realizar un alumno que esté en categoría pasivo?
¿Qué restricciones tiene un alumno en categoría pasivo para realizar actividades?
¿Qué actividades están fuera del alcance de un alumno en categoría pasivo?
¿Qué limitaciones tiene un alumno pasivo en cuanto a la realización de actividades?
¿Qué acciones no se le permite realizar a un alumno en categoría pasivo?
¿Qué actividades están prohibidas para un alumno en categoría pasivo?","Que actividades no puede realizar un alumno en categoría pasivo?
 ¿Qué actividades tiene prohibidas un alumno en categoría pasivo?
 ¿Qué actividades le están vedadas a un alumno en categoría pasivo?
 ¿Qué no puede hacer un alumno que esté en categoría pasivo?
 ¿Qué cosas no puede realizar un alumno que esté en categoría pasivo?","Que actividades no puede realizar un alumno en categoría pasivo?
¿Qué actividades tiene prohibidas un alumno en categoría pasivo?
¿Qué actividades le están vedadas a un alumno en categoría pasivo?"
32,Hasta cuando se mantiene la regularidad de la asignatura?,"Hasta cuando se mantiene la regularidad de la asignatura?
¿Cuánto tiempo se conserva la regularidad de una asignatura?
¿Hasta qué momento se mantiene la regularidad en una asignatura?
¿Durante cuánto tiempo se conserva la regularidad de la asignatura?
¿Hasta cuándo se puede mantener la regularidad en la asignatura?
¿En qué plazo se mantiene la regularidad de la asignatura?
¿Cuándo expira la regularidad de una asignatura?
¿Hasta cuándo es válida la regularidad en la asignatura?
¿Cuánto tiempo dura la regularidad en una asignatura?
¿Hasta qué fecha se mantiene la regularidad de la asignatura?","Hasta cuando se mantiene la regularidad de la asignatura?
 ¿Cuánto tiempo se conserva la regularidad de una asignatura?
 ¿Hasta qué momento se mantiene la regularidad en una asignatura?
 ¿Durante cuánto tiempo se conserva la regularidad de la asignatura?
 ¿Hasta cuándo se puede mantener la regularidad en la asignatura?","Hasta cuando se mantiene la regularidad de la asignatura?
¿Cuánto tiempo se conserva la regularidad de una asignatura?
¿Hasta qué momento se mantiene la regularidad en una asignatura?"
33,Que implica la pérdida de regularidad?,"Que implica la pérdida de regularidad?
¿Qué consecuencias tiene perder la regularidad?
¿Qué sucede cuando se pierde la regularidad en una asignatura?
¿Qué efectos acarrea la pérdida de regularidad?
¿Qué implica no mantener la regularidad en una materia?
¿Qué consecuencias se derivan de la pérdida de regularidad?
¿Qué significa perder la regularidad en una asignatura?
¿Qué resulta de la pérdida de regularidad?
¿Qué ocurre si se pierde la regularidad en una asignatura?
¿Qué implica la pérdida de la condición de regular?","Que implica la pérdida de regularidad?
 ¿Qué consecuencias tiene perder la regularidad?
 ¿Qué sucede cuando se pierde la regularidad en una asignatura?
 ¿Qué efectos acarrea la pérdida de regularidad?
 ¿Qué implica no mantener la regularidad en una materia?","Que implica la pérdida de regularidad?
¿Qué consecuencias tiene perder la regularidad?
¿Qué sucede cuando se pierde la regularidad en una asignatura?"
34,Que es un alumno vocacional?,"Que es un alumno vocacional?
¿Qué se entiende por alumno vocacional?
¿Qué características definen a un alumno vocacional?
¿Qué significa ser un alumno vocacional?
¿Cómo se describe a un alumno vocacional?
¿Qué particularidades tiene un alumno vocacional?
¿Qué perfil tiene un alumno vocacional?
¿Qué define a un estudiante vocacional?
¿Qué es considerado un alumno vocacional?
¿Qué se conoce como alumno vocacional?","Que es un alumno vocacional?
 ¿Qué se entiende por alumno vocacional?
 ¿Qué características definen a un alumno vocacional?
 ¿Qué significa ser un alumno vocacional?
 ¿Cómo se describe a un alumno vocacional?","Que es un alumno vocacional?
¿Qué se entiende por alumno vocacional?
¿Qué características definen a un alumno vocacional?"
35,Que derechos tiene un alumno vocacional?,"Que derechos tiene un alumno vocacional?
¿Qué derechos le corresponden a un alumno vocacional?
¿Qué privilegios posee un alumno vocacional?
¿Qué derechos se le otorgan a un alumno vocacional?
¿Qué beneficios tiene un alumno vocacional?
¿Qué derechos específicos tiene un estudiante vocacional?
¿Qué facultades se le reconocen a un alumno vocacional?
¿Qué derechos tiene un estudiante vocacional?
¿Qué derechos son propios de un alumno vocacional?
¿Qué derechos son concedidos a un alumno vocacional?","Que derechos tiene un alumno vocacional?
 ¿Qué derechos le corresponden a un alumno vocacional?
 ¿Qué privilegios posee un alumno vocacional?
 ¿Qué derechos se le otorgan a un alumno vocacional?
 ¿Qué beneficios tiene un alumno vocacional?","Que derechos tiene un alumno vocacional?
¿Qué derechos le corresponden a un alumno vocacional?
¿Qué privilegios posee un alumno vocacional?"
36,Como puede aprobar una asignatura un alumno regular?,"Como puede aprobar una asignatura un alumno regular?
¿Cómo logra un alumno regular aprobar una materia?
¿Qué tiene que hacer un alumno regular para aprobar una asignatura?
¿Cómo puede un estudiante regular superar una asignatura?
¿Qué pasos sigue un alumno regular para aprobar una materia?
¿Qué debe cumplir un alumno regular para aprobar una asignatura?
¿Cómo consigue un alumno regular aprobar una materia?
¿Qué se requiere para que un alumno regular apruebe una asignatura?
¿Cómo obtiene un alumno regular la aprobación de una asignatura?
¿Qué condiciones debe cumplir un alumno regular para aprobar una materia?","Como puede aprobar una asignatura un alumno regular?
 ¿Cómo logra un alumno regular aprobar una materia?
 ¿Qué tiene que hacer un alumno regular para aprobar una asignatura?
 ¿Cómo puede un estudiante regular superar una asignatura?
 ¿Qué pasos sigue un alumno regular para aprobar una materia?","Como puede aprobar una asignatura un alumno regular?
¿Cómo logra un alumno regular aprobar una materia?
¿Qué tiene que hacer un alumno regular para aprobar una asignatura?"
